OBJECTID,JDMC,ATM,KTV,三星级酒店,专科医院,世界遗产,中介,中国菜,中学,乒乓球,二手车,五星级酒店,产业园,会展展览,住宅区,便利店,保险,保龄球,信息咨询中心,停车场,健身中心,充电站,免税店,公交站,公共事业,公厕,公司,公园,其他,其他能源站,写字楼,农家乐,农林牧渔,冰雪运动,别墅区,剧场,加气站,加油站,动物医疗,动物园,医药销售,博物馆,口岸,台球,咖啡,商业街,商住两用楼宇,四星级酒店,图书馆,地铁,培训单位,壁球,外国菜,天文馆,宗教,家居建材,家电数码,宿舍,小吃快餐,小学,工业大楼,工厂,市场,幼儿园,广场,广播电视,度假养老,彩票销售,急救中心,成人教育,户外健身场所,投资理财,摄影打印,收费站,文体用品,文化宫,新闻出版,旅馆,景点,服务区,档案馆,棋牌室,植物园,橄榄球,水上运动,水族馆,汽车养护,汽车租赁,汽车维修,汽车配件,汽车销售,洗浴推拿,洗衣,洗车,港口码头,游乐场,游泳,火车,物流,电影院,电讯营业厅,疾病预防,百货商场,社区中心,科技馆,科研单位,篮球,红色旅游,纪念馆,经济型连锁酒店,综合体育馆,综合医院,网吧,网球,美容理发,美术展览,羽毛球,职业技术教育,艺术团体,花鸟鱼虫,茶座,蛋糕甜品店,诊所,购物中心,超市,足球,跆拳道,轮渡,邮局,酒吧,银行,长途汽车,露营地,青旅,飞机,马术&赛马,驾校,高尔夫球,高等教育
45,三角镇,18,3,1,10,0,48,370,3,0,13,0,28,0,54,301,12,0,1,81,6,17,1,71,1,11,885,7,1092,0,2,6,27,0,0,0,0,2,1,0,68,0,0,6,9,4,2,2,1,0,52,0,8,0,4,326,118,1,105,6,0,83,77,20,4,0,0,16,0,1,1,0,18,6,22,1,1,55,1,0,0,9,0,0,0,0,32,3,47,16,16,31,2,6,2,2,1,0,76,0,19,1,9,0,0,0,3,0,0,0,0,9,6,0,139,0,2,0,0,17,2,84,17,2,30,0,4,0,4,13,12,0,0,0,0,0,14,0,0
46,昌岗街道,26,2,1,20,0,42,405,3,0,0,0,3,1,82,114,2,0,0,233,24,3,0,15,0,45,170,1,1648,0,22,0,0,0,0,0,0,1,1,0,54,0,0,2,58,5,6,0,0,15,102,0,76,0,0,145,88,3,93,6,0,1,67,17,0,0,2,21,0,1,0,10,28,0,22,2,0,5,2,0,0,19,0,0,0,1,6,1,3,3,2,36,6,0,0,4,5,0,24,3,18,0,21,0,0,5,2,0,3,2,1,6,9,0,247,2,0,0,0,27,14,120,12,6,23,0,1,0,7,13,36,0,0,1,0,0,5,0,3
47,塘厦镇,76,36,1,79,0,263,3071,7,2,163,11,421,2,375,2104,16,0,1,1097,43,66,0,288,6,97,6722,18,8118,0,115,77,55,2,16,3,1,13,13,0,522,2,0,32,25,24,10,3,10,0,346,0,82,0,15,2338,692,13,804,15,2,594,555,49,10,1,1,87,0,2,0,14,118,9,187,3,2,993,6,2,0,34,0,0,2,3,166,12,341,156,147,146,26,43,2,22,8,1,480,8,121,6,43,7,0,11,13,0,1,32,9,33,144,0,1101,2,6,5,4,125,36,367,107,7,208,2,10,0,32,54,73,2,1,1,0,1,102,4,3
48,大朗镇,52,35,6,91,0,185,3089,13,3,69,2,226,6,330,2034,18,0,2,1267,51,35,3,260,2,79,5882,31,10377,0,157,26,28,0,2,3,1,13,22,0,524,3,0,27,29,43,13,6,10,4,362,0,78,0,29,2824,591,29,811,20,1,1264,599,66,20,2,5,76,1,3,0,6,133,4,108,4,2,1496,8,0,2,12,0,0,0,0,169,9,259,104,108,175,27,34,0,7,11,1,584,8,133,2,41,7,0,12,11,0,2,44,10,27,102,2,997,1,10,1,1,123,33,420,121,8,201,1,5,0,19,55,59,1,0,4,0,0,63,0,2
49,桥头镇,24,11,2,27,0,64,1244,4,0,15,2,125,2,90,884,9,0,0,181,15,15,2,155,4,30,2572,8,3439,1,32,19,12,0,1,0,0,7,8,1,186,0,0,13,23,8,1,1,2,0,102,0,31,0,7,1106,311,7,345,10,0,349,263,33,13,0,3,42,0,2,0,2,49,2,57,6,0,253,3,0,0,2,0,0,1,0,75,3,121,57,54,63,6,13,0,4,7,0,203,1,50,2,17,2,0,1,1,0,1,19,0,10,56,0,342,0,2,0,0,49,10,128,55,1,102,1,4,0,13,12,22,1,0,0,0,0,30,1,1
50,横沥镇,29,16,0,28,0,89,1280,7,1,16,0,109,0,131,1004,8,0,1,374,6,10,0,170,7,41,2981,25,3573,0,48,20,23,0,2,0,0,5,9,0,196,1,0,11,7,8,5,1,2,0,145,0,21,0,8,1123,295,10,375,5,2,332,292,28,6,1,3,36,0,1,0,3,56,2,72,1,0,397,9,0,0,1,0,0,0,0,88,3,119,74,34,66,6,11,0,11,5,0,168,2,75,1,19,2,0,1,8,0,0,35,2,18,57,0,465,0,1,7,0,44,9,203,59,6,114,1,4,0,15,26,25,1,0,0,0,0,41,1,2
51,东坑镇,22,8,2,20,0,52,907,6,0,4,0,74,4,81,593,7,0,0,281,10,12,1,66,1,17,1205,12,2017,0,32,10,10,0,2,1,0,4,3,0,121,0,0,5,9,10,4,1,3,0,104,0,22,0,19,515,183,10,249,10,0,134,164,23,8,0,1,25,0,4,0,1,45,0,43,5,0,322,5,0,0,1,0,0,0,0,40,10,47,14,9,51,6,11,2,1,8,0,104,1,45,1,7,5,0,4,4,0,1,27,0,6,34,0,266,0,2,0,0,29,4,120,31,3,66,0,4,0,8,8,21,0,0,0,0,0,28,0,1
52,中堂镇,17,6,2,25,0,50,796,7,0,25,0,51,5,64,708,14,0,1,229,12,19,0,91,1,42,1451,8,2410,0,34,12,21,0,1,0,1,13,2,0,170,0,0,7,19,5,2,1,2,0,94,0,11,0,19,811,179,5,207,11,0,220,328,26,6,0,2,20,0,3,0,5,31,0,45,2,0,176,6,0,0,5,0,0,0,0,57,6,85,79,70,56,4,6,10,4,3,1,177,3,46,1,19,2,0,3,7,0,1,6,1,18,19,0,246,0,0,0,1,25,7,115,39,1,51,0,0,0,4,9,24,1,0,0,0,1,19,0,0
53,厚街镇,68,32,4,122,0,183,3106,13,2,84,7,197,7,391,2219,19,0,1,1624,64,64,8,297,7,175,5823,53,9506,0,271,38,69,1,2,2,2,15,14,0,545,3,0,34,120,27,33,12,7,16,436,0,95,0,51,3450,711,28,759,20,1,586,699,66,25,0,5,88,2,2,0,8,137,8,159,14,0,1352,18,2,0,11,0,0,0,0,277,27,378,205,170,248,27,42,3,17,11,5,902,10,127,2,65,7,0,17,12,1,2,28,2,23,76,1,1112,1,4,4,2,151,44,485,99,14,192,0,14,0,22,88,88,1,3,2,0,0,64,1,5
54,沙田镇,19,9,0,18,0,24,632,4,0,10,1,45,1,73,519,2,0,0,184,10,10,1,108,2,18,1338,4,1721,1,34,18,13,0,1,0,1,4,5,0,128,0,0,0,17,4,4,0,2,0,75,0,10,0,1,514,126,6,196,6,0,119,130,22,2,0,2,17,0,1,0,1,22,6,24,1,0,138,0,0,0,1,0,0,0,0,49,2,109,71,20,44,5,12,14,4,1,1,179,0,44,3,9,0,0,2,1,0,0,3,1,9,21,0,189,0,1,0,1,21,6,82,28,1,46,0,2,0,2,6,21,0,0,1,0,0,14,0,0
55,洪梅镇,8,2,2,4,0,15,212,3,0,1,1,21,1,19,165,0,0,0,53,3,7,0,37,1,11,301,6,486,0,3,2,6,0,0,1,0,2,1,0,35,0,0,1,1,0,3,0,2,1,21,0,6,0,2,116,46,1,67,3,0,15,47,5,2,1,1,6,0,1,0,0,10,2,15,1,0,37,0,0,0,0,0,0,0,0,13,3,22,21,6,11,0,4,0,1,1,4,78,0,9,1,0,0,0,0,0,1,0,0,1,7,5,0,54,1,0,0,0,7,3,36,7,0,14,0,0,0,3,0,14,0,0,0,0,0,6,0,0
56,琶洲街道,14,0,2,10,0,35,322,5,1,1,4,25,19,50,113,2,0,0,263,15,38,0,77,0,52,604,10,1300,0,50,6,1,0,0,2,0,0,0,0,19,2,0,1,39,3,3,0,2,20,82,0,38,0,7,192,42,5,93,4,1,2,35,11,8,0,3,5,0,1,0,6,22,2,6,4,1,28,10,0,1,7,0,0,0,0,6,19,11,4,14,18,6,9,4,4,6,0,43,3,15,0,11,0,0,6,7,0,4,7,3,11,6,1,113,3,0,0,0,11,18,62,14,0,19,8,1,0,2,26,28,0,0,4,1,1,14,0,2
57,南华西街道,2,0,3,2,0,2,20,0,0,0,1,2,5,8,18,0,0,0,35,1,2,0,11,0,9,56,4,188,0,5,0,0,0,0,0,0,0,0,0,1,3,0,1,5,0,1,4,1,4,3,0,4,0,4,5,68,1,3,2,0,0,6,2,2,0,1,1,0,1,0,0,4,0,2,1,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,14,0,0,0,0,0,0,3,0,1,2,1,0,1,0,0,4,1,0,0,0,0,5,4,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0
58,石排镇,21,5,3,34,0,46,1224,6,3,23,0,82,2,127,1007,7,0,2,229,10,14,1,139,2,32,2447,18,3062,0,54,11,13,0,1,1,1,12,3,0,211,0,0,11,24,17,10,2,6,0,120,0,29,0,19,848,320,5,332,12,2,400,242,21,9,0,0,36,0,1,0,1,59,2,54,4,1,403,8,0,0,5,0,0,0,0,71,5,126,63,52,55,8,18,1,7,6,0,158,4,46,2,22,0,0,0,8,0,0,10,1,14,51,0,358,0,3,1,1,43,8,143,51,0,100,2,4,0,7,22,22,1,0,0,0,0,25,0,2
59,石碣镇,29,11,2,55,0,80,1303,8,1,16,2,82,1,128,994,9,0,2,645,27,16,2,150,3,48,2405,12,3244,1,44,15,16,0,1,1,0,7,4,0,247,3,0,3,33,18,15,2,1,0,163,0,25,0,17,988,305,10,288,8,3,410,468,42,7,0,1,45,1,2,0,0,57,5,88,2,0,451,2,0,0,4,0,0,0,0,91,4,117,61,21,67,11,13,1,5,8,0,181,6,65,2,21,2,0,3,3,0,1,4,0,16,52,0,477,2,1,6,1,42,10,222,61,6,74,0,6,0,13,24,35,0,0,1,0,0,32,1,1
60,石龙镇,28,9,2,49,0,97,798,3,0,11,0,14,1,90,405,14,0,0,476,30,9,1,107,1,30,648,7,2523,0,34,1,2,0,0,0,0,1,8,0,163,2,0,7,29,9,3,1,4,6,195,0,55,0,14,557,206,8,168,6,2,72,212,31,4,1,5,29,0,3,0,5,55,0,65,7,1,113,2,0,0,3,0,0,0,0,44,5,53,37,10,76,12,4,1,4,6,34,105,5,36,1,22,3,0,5,1,2,0,2,2,17,21,0,346,0,2,5,0,41,14,178,30,2,46,0,1,0,4,35,28,2,0,1,0,0,12,0,3
61,东莞港管委会,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,7,0,0,0,3,0,2,35,0,21,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,麻涌镇,14,5,3,13,0,58,656,4,0,6,0,38,4,69,393,5,0,1,242,12,23,3,116,2,45,799,12,1593,0,35,15,30,0,1,1,4,4,5,0,76,0,0,4,13,11,3,2,5,0,104,0,21,0,14,434,108,13,168,13,0,45,128,26,9,0,1,16,0,3,0,2,28,8,26,3,0,134,12,4,0,8,0,0,0,1,21,5,50,19,19,34,5,6,17,5,7,1,182,0,30,1,3,1,0,3,2,0,1,4,6,14,11,0,178,0,1,0,0,27,10,134,14,3,38,1,1,0,6,4,17,1,1,0,1,0,12,0,5
63,茶山镇,19,12,3,21,0,84,1066,8,1,20,2,102,1,124,827,7,0,0,487,16,13,0,122,1,54,2721,23,3132,0,95,22,10,0,0,2,0,9,9,0,166,0,0,10,21,7,5,0,1,6,140,0,25,0,18,906,252,10,285,10,13,496,260,30,11,0,2,35,0,5,0,3,50,0,70,7,0,265,6,0,0,4,0,0,0,1,82,5,113,48,31,64,5,14,2,1,13,0,221,4,50,1,25,0,1,0,9,0,1,6,4,13,25,0,362,0,1,1,0,29,9,130,39,1,74,0,0,0,9,12,26,0,0,0,0,0,31,0,0
64,猎德街道,53,3,2,64,0,122,453,5,1,1,3,0,4,85,109,21,0,4,426,64,27,2,45,2,81,694,5,2274,0,98,0,1,1,1,2,0,1,11,0,65,2,0,1,93,6,24,4,2,27,195,0,121,0,8,142,83,3,136,7,0,0,82,22,10,0,0,16,0,1,0,48,33,0,53,5,2,15,3,0,0,2,0,0,1,1,5,5,10,2,20,53,21,1,2,4,10,0,16,4,14,0,16,0,0,6,3,0,0,14,1,6,2,2,336,1,1,0,0,54,14,137,30,19,23,0,0,0,9,56,97,0,0,2,0,0,0,0,0
65,道滘镇,16,3,0,15,0,53,586,4,1,7,0,77,1,61,458,5,0,1,265,9,7,2,127,0,47,1377,18,1679,0,20,6,15,0,3,1,0,5,2,0,95,1,0,1,17,3,1,1,4,2,57,0,11,0,17,458,133,5,137,6,0,152,136,18,9,0,2,27,0,1,0,1,31,4,30,1,3,131,8,0,0,1,0,0,0,1,24,0,47,34,15,38,5,4,1,2,1,5,166,0,31,1,11,1,0,2,3,0,0,0,1,10,12,0,204,0,0,2,1,33,12,76,36,5,34,0,3,0,3,10,20,1,0,1,0,0,13,0,0
66,高埗镇,17,3,1,24,0,16,759,7,0,19,1,77,6,53,629,5,0,0,422,7,25,0,104,2,26,1645,9,2111,1,21,19,18,0,0,1,1,5,5,0,197,3,0,9,12,5,3,2,4,0,83,0,9,0,12,575,206,7,210,7,0,192,184,26,13,0,2,24,0,0,0,0,38,0,30,4,0,255,3,0,0,5,0,0,0,1,45,5,86,52,44,53,4,11,0,7,7,0,279,0,35,2,13,0,0,2,2,0,1,6,1,18,22,0,350,0,3,6,2,18,4,126,41,3,50,2,5,0,10,10,18,2,0,0,0,0,26,0,0
67,万江街道,24,13,3,43,0,104,1237,8,3,26,1,92,1,176,886,7,0,1,1237,41,21,1,147,3,56,3315,25,4586,1,101,11,21,0,2,3,2,10,10,1,275,2,0,7,38,5,18,3,2,2,238,0,25,0,45,1763,294,14,292,20,0,324,297,42,17,0,8,51,0,1,0,5,66,2,66,3,0,206,15,0,0,7,0,0,1,1,127,16,200,139,69,88,10,25,2,4,17,0,383,3,41,0,24,3,0,7,14,0,0,9,3,21,18,7,409,2,3,2,1,83,47,209,50,7,56,3,13,0,4,16,35,2,0,0,0,0,34,0,0
68,东城街道,116,29,3,189,0,410,3576,23,6,35,5,198,9,595,1966,40,4,5,2509,132,82,6,370,2,167,5733,37,10983,0,330,25,36,1,11,5,7,20,40,0,721,3,0,19,205,38,65,2,5,37,954,1,293,0,31,2498,801,56,915,24,0,318,1154,102,15,1,5,99,0,12,0,31,238,2,235,10,1,713,14,0,2,25,2,0,0,0,188,16,311,180,112,296,55,39,3,36,29,1,459,16,108,4,95,6,1,29,31,1,2,25,9,63,70,17,1530,5,6,13,0,278,117,722,176,26,176,3,11,0,28,120,159,1,1,4,0,0,66,7,8
69,南城街道,77,15,2,127,0,377,2228,12,2,25,4,150,11,337,1020,32,0,7,1904,99,78,5,182,1,101,3772,21,6412,0,277,22,26,0,8,7,3,8,20,0,366,6,0,17,137,38,27,5,29,9,875,0,102,0,17,1287,305,25,534,17,1,122,497,65,12,3,7,73,0,4,0,31,133,5,144,9,1,311,9,0,2,33,3,0,1,3,171,29,269,67,204,150,38,20,1,13,20,1,555,8,68,5,21,9,4,25,28,0,0,17,9,32,40,12,916,8,5,5,2,185,49,403,104,5,85,8,15,0,12,71,103,3,0,4,0,1,33,2,7
70,大岭山镇,35,19,3,52,0,132,1698,8,2,13,0,184,3,151,1201,7,0,1,607,25,25,2,199,2,64,4215,12,4411,0,93,32,34,0,4,0,0,17,9,0,264,0,0,22,28,6,9,1,3,3,184,0,39,0,10,1539,304,20,447,11,1,429,743,39,16,0,3,58,0,0,0,5,51,12,83,7,1,479,8,4,0,5,0,0,0,1,75,6,176,76,49,81,9,20,0,7,4,0,331,3,81,2,12,1,0,4,6,4,2,11,0,14,56,1,535,1,1,3,0,64,22,187,93,3,150,1,8,0,13,25,32,0,1,0,0,0,36,1,2
71,望牛墩镇,11,5,0,7,0,29,270,1,0,12,0,25,0,30,223,2,0,0,63,6,11,0,46,2,25,538,2,833,0,11,2,2,0,0,2,0,2,3,0,54,0,0,2,8,3,0,1,3,0,45,0,7,0,4,219,50,3,66,4,0,57,84,12,7,0,3,7,0,1,0,0,10,2,14,1,1,36,3,0,0,1,0,0,0,0,20,2,29,16,5,16,2,6,1,1,1,3,70,1,17,2,2,1,0,0,6,0,1,0,0,7,2,0,91,1,0,0,0,14,0,58,17,2,17,0,1,0,3,3,16,0,0,0,0,0,8,0,0
72,东莞生态园,2,0,0,0,0,1,75,5,0,3,0,15,0,7,89,0,0,0,49,0,3,0,35,0,19,351,5,216,0,4,2,1,0,0,0,0,0,1,0,14,0,0,0,1,0,0,0,1,0,0,0,1,0,3,50,17,4,18,1,1,50,16,1,0,0,0,2,0,0,0,0,1,0,3,0,0,20,3,0,0,0,0,0,0,0,5,0,25,3,21,3,0,2,0,1,0,0,18,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,14,1,0,0,0,9,1,7,2,0,11,0,0,0,0,0,3,0,0,0,0,0,2,0,0
73,莞城街道,42,5,2,44,0,73,790,3,1,3,0,23,8,240,502,14,0,1,870,18,25,1,86,3,63,1399,12,3097,0,125,2,6,0,0,2,0,4,7,1,216,4,0,2,84,18,31,1,6,0,268,0,34,0,11,1349,301,69,194,13,0,34,331,33,12,0,2,41,0,10,0,8,94,0,76,5,0,98,3,0,1,6,0,0,0,1,44,2,44,36,19,62,13,8,0,7,9,0,106,2,23,4,11,4,2,12,8,1,2,6,2,34,10,1,307,3,2,5,4,89,19,195,35,6,30,2,7,0,15,14,48,0,0,0,0,0,8,1,9
74,松山湖管委会,27,6,1,15,0,79,654,6,0,21,2,137,7,100,403,3,0,2,506,22,33,0,236,2,52,1848,13,1806,1,55,13,10,0,4,1,1,7,0,0,82,1,0,4,25,3,3,3,4,2,147,0,18,0,6,341,82,18,176,5,0,117,115,25,8,0,0,15,0,1,0,6,20,4,14,2,0,210,8,0,0,0,0,0,2,0,38,3,81,36,34,22,4,11,0,4,6,2,103,0,30,1,8,2,0,36,8,0,0,8,5,9,32,0,198,1,0,4,2,28,7,58,23,1,48,1,5,0,2,3,31,1,1,0,1,0,13,1,45
75,东凤镇,29,16,1,38,0,84,1017,3,0,9,0,66,0,90,713,8,0,0,242,15,8,1,60,1,20,2341,14,2602,0,33,8,18,1,0,0,0,4,4,0,177,0,0,10,13,3,4,0,2,0,113,0,18,0,4,694,422,10,307,9,2,376,184,49,2,0,2,30,0,0,0,2,35,2,42,1,0,255,4,0,0,33,0,0,0,0,57,4,75,42,20,80,9,9,9,3,3,1,386,5,52,1,15,0,0,1,1,0,0,4,2,17,28,0,372,1,2,1,1,44,10,182,25,3,84,0,4,0,2,14,27,0,0,0,0,0,15,0,0
76,南头镇,14,6,0,13,0,29,545,2,1,6,0,25,0,66,379,5,0,1,91,6,9,0,34,2,15,1240,7,1182,0,4,0,5,0,0,0,0,1,2,0,87,0,0,3,12,0,1,1,0,0,60,0,11,0,4,338,181,12,158,7,0,125,60,26,3,1,2,11,0,2,0,1,30,4,22,3,0,98,1,0,0,13,0,0,0,0,31,8,35,24,5,45,4,7,2,2,3,3,80,0,24,2,7,2,0,3,0,0,0,1,0,14,10,0,166,0,1,0,0,14,6,74,20,2,46,0,2,0,3,6,13,0,0,0,0,0,9,0,0
77,南朗镇,20,7,0,12,0,82,494,5,1,2,0,49,7,96,266,6,0,4,158,7,14,2,169,2,36,1094,15,1407,1,10,12,45,0,0,1,0,6,3,0,62,0,0,3,18,0,2,0,2,0,75,0,12,0,35,452,122,6,121,9,0,79,119,29,4,1,3,16,2,0,1,0,19,4,13,6,0,48,13,0,0,5,0,0,0,1,31,5,44,29,19,38,3,6,0,3,0,6,70,0,35,0,13,2,0,5,1,5,16,3,1,25,7,1,183,5,1,2,0,17,2,76,9,3,47,1,2,0,4,2,15,2,3,1,0,0,4,0,1
78,人民街道,8,3,5,11,0,44,286,2,1,0,0,6,1,82,130,1,0,0,116,1,2,0,27,0,57,268,1,2416,0,30,0,0,0,0,0,0,0,1,0,43,0,0,3,18,6,20,0,1,1,18,0,18,0,2,277,103,0,83,10,0,3,73,7,3,0,7,21,0,2,0,0,17,0,11,7,1,23,5,0,0,14,0,0,0,0,0,0,0,1,1,15,0,0,0,1,2,0,92,1,18,0,9,0,0,5,0,1,0,10,3,20,2,0,73,0,0,2,0,10,4,49,3,2,12,0,0,0,0,1,14,0,0,0,0,0,0,0,4
79,东升镇,36,11,1,23,0,97,1212,6,2,31,0,51,1,113,906,17,0,2,271,15,13,1,91,3,25,2917,7,3145,0,26,11,90,0,0,0,0,9,5,0,211,0,0,7,23,10,1,0,3,0,144,0,20,0,4,1001,253,2,293,14,2,541,272,54,10,0,4,34,0,2,1,0,43,2,49,0,0,253,3,0,0,37,0,0,0,0,95,7,105,79,83,109,6,13,1,11,6,2,231,2,60,1,18,2,0,8,5,0,0,3,2,21,17,0,421,0,2,0,1,51,16,191,19,3,103,1,6,0,6,24,26,1,0,0,0,0,13,0,0
80,古镇镇,39,21,3,42,0,77,1477,6,2,10,2,47,5,167,861,17,0,0,534,31,16,3,103,1,42,3026,14,5191,0,100,12,84,1,0,1,0,5,5,0,235,1,0,14,11,16,19,2,1,0,225,0,42,0,10,6603,607,10,407,15,4,773,278,57,7,2,6,37,0,1,1,4,99,6,72,6,1,761,6,0,0,20,0,0,0,3,96,9,140,74,13,121,13,13,0,11,9,0,519,2,65,0,34,0,0,4,7,0,0,9,3,18,22,0,567,2,0,2,0,64,8,210,22,9,99,4,4,1,6,20,44,0,0,2,2,0,15,1,0
81,昌华街道,2,0,0,8,0,4,62,1,0,0,0,2,0,13,35,1,0,0,56,2,0,0,10,0,7,106,1,166,0,4,0,0,0,0,0,0,1,0,0,30,0,0,1,3,1,1,1,0,0,11,0,2,0,0,56,25,0,9,1,0,7,56,2,0,0,1,2,0,0,0,0,1,0,2,1,0,1,0,0,0,1,0,0,0,0,5,0,3,0,0,1,1,1,3,0,2,0,25,1,2,0,0,0,0,2,2,0,0,1,1,3,2,0,13,0,0,0,0,1,1,7,3,0,5,2,0,2,0,1,2,0,1,0,0,0,2,0,0
82,坦洲镇,38,13,5,45,0,249,1448,7,3,16,1,27,2,191,737,19,0,2,301,30,31,0,129,1,14,1885,11,3470,0,26,44,48,0,1,0,1,4,6,0,264,0,0,8,24,8,5,3,0,0,263,0,56,0,7,1171,284,3,347,20,4,197,334,67,6,1,2,46,1,1,1,6,71,0,44,2,0,207,4,0,0,30,0,0,1,0,90,10,121,74,23,152,16,12,4,8,6,0,251,3,88,2,14,3,0,3,4,0,0,8,3,23,22,0,599,2,3,2,1,72,13,230,39,2,89,1,3,0,10,48,32,1,0,0,0,0,20,0,0
83,省第二戒毒劳教所,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,大涌镇,9,7,1,25,0,16,509,3,0,3,0,13,0,65,404,1,0,0,74,3,7,0,46,0,12,352,4,1311,0,11,7,16,0,0,0,0,2,0,0,97,0,0,5,4,4,1,1,1,0,22,0,12,0,11,727,111,4,156,7,3,316,67,11,4,1,3,15,0,0,0,0,13,0,12,1,0,98,5,0,0,2,0,0,0,1,16,0,21,7,0,18,3,3,2,1,1,0,110,0,37,0,14,2,0,3,3,0,1,1,1,9,12,0,209,1,0,0,0,13,9,70,17,2,36,0,2,0,3,0,12,0,0,0,0,0,6,0,0
85,丹灶镇,30,7,0,14,0,61,960,4,0,2,0,66,5,145,699,12,0,2,288,12,18,2,293,1,106,3247,20,3816,0,33,29,57,0,5,1,1,11,3,0,147,1,0,7,5,5,9,1,8,0,136,0,11,0,52,1304,201,9,264,10,1,703,205,33,5,2,13,25,0,3,0,0,36,6,49,6,0,193,36,2,0,16,0,0,0,0,86,6,123,52,37,51,6,10,4,11,4,2,190,1,37,1,24,6,0,4,9,1,2,9,2,27,11,1,352,1,2,4,0,56,15,141,14,1,91,2,5,0,5,6,28,2,1,0,0,0,21,1,1
86,九江镇,27,3,1,23,0,41,721,7,2,8,0,37,0,126,483,12,0,1,227,11,11,1,185,3,48,1421,12,2457,1,58,6,17,1,0,0,0,20,6,0,143,2,0,4,10,11,7,2,15,0,149,0,18,0,38,939,182,10,183,11,0,323,220,31,2,1,10,26,0,6,0,1,29,4,33,6,1,107,20,0,0,16,0,0,0,0,77,1,85,131,21,53,4,13,9,0,5,0,198,3,33,2,12,5,1,1,5,0,1,0,0,26,10,0,288,0,2,1,0,35,11,123,21,3,61,1,2,0,8,11,35,0,0,0,0,2,10,0,1
87,小榄镇,79,34,4,68,0,111,2117,11,3,81,1,103,4,197,1611,27,0,2,747,27,35,3,242,4,94,4662,28,6733,0,73,13,116,1,0,0,0,14,9,0,449,1,0,21,69,17,16,6,8,0,279,0,58,0,15,2757,592,33,527,20,0,1221,494,122,8,2,4,67,0,3,1,6,119,9,106,8,2,655,6,2,1,33,0,0,0,2,185,15,291,172,187,151,24,23,0,17,8,1,430,8,104,3,42,10,0,5,8,0,0,12,6,49,24,1,1061,6,5,2,1,113,27,449,48,11,147,2,8,0,9,40,72,1,0,3,1,0,32,0,2
88,桥中街道,1,3,0,3,0,21,183,2,1,0,1,10,0,14,84,0,0,0,67,6,5,0,26,0,13,179,5,415,0,11,1,2,1,0,0,0,0,0,0,29,0,0,0,4,1,0,1,0,11,50,0,8,0,0,90,23,2,47,4,0,12,59,6,1,0,1,7,0,0,0,0,6,0,11,4,0,14,0,0,0,7,0,0,0,0,16,1,8,3,2,23,3,1,1,1,1,0,29,0,13,0,3,0,0,0,4,0,0,2,0,4,0,0,64,0,0,0,0,6,2,19,8,1,13,3,1,0,1,3,2,0,0,0,0,0,5,0,0
89,岭南街道,9,0,0,4,0,21,183,1,0,0,0,1,2,48,109,2,0,1,50,2,0,0,12,0,12,90,0,894,0,9,0,0,0,0,1,0,0,2,0,161,0,0,0,9,7,7,0,0,4,19,0,7,0,2,44,28,2,33,4,0,0,80,6,3,0,0,15,0,0,0,0,4,0,93,1,1,8,6,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0,0,0,33,4,7,0,7,0,0,0,1,0,1,2,0,1,1,0,50,0,0,0,0,11,2,52,3,1,7,0,0,0,2,3,7,0,0,0,0,0,0,0,0
90,大岗镇,22,6,0,9,0,35,481,3,1,2,0,29,0,50,234,4,0,0,134,4,13,0,109,0,23,681,12,1416,0,9,9,21,0,2,2,0,4,3,0,67,0,0,4,13,2,2,1,0,0,62,0,21,0,11,427,128,3,118,13,0,69,131,28,3,0,4,18,0,1,0,0,22,10,25,2,0,30,2,4,0,15,0,0,0,0,29,3,42,20,9,55,2,5,5,0,2,0,58,2,35,0,9,2,0,2,3,0,0,4,2,13,7,0,173,0,2,3,0,23,10,121,21,1,30,0,2,0,7,8,19,1,0,0,0,0,18,0,0
